,sentence,foodlist
2923,9시에 된장 라면과 김치를 조금만 먹을것 같아,"['된장 라면', '김치']"
2924,금일 식사는 점심에 배추 김치 냉면이랑 오복쟁반 소고기 비빔밥이랑 간짜장면을 빨리 먹을것임,"['배추 김치', '냉면', '오복쟁반', '소고기 비빔밥', '간짜장면']"
2925,내일 모레 배추 스테이크를 먹었어,"['배추', '스테이크']"
2926,오늘 식사로는 6시에 햄버거하고 떡과 햄버거를 없음 먹을것 같아,"['햄버거', '떡', '햄버거']"
2927,12시에 김밥 팟타이를 없음 먹을것임,"['김밥', '팟타이']"
2928,"내일 식사는 11시에 소고기 비빔밥, 족발 보쌈을 조금만 먹을것임","['소고기 비빔밥', '족발 보쌈']"
2929,"금일 식사로는 저녁으로 나시고랭, 간짜장면을 쪼금 먹었다","['나시고랭', '간짜장면']"
2930,그저께 7시에 간짜장이랑 간짜장면을 급하게 먹을것 같아,"['간짜장', '간짜장면']"
2931,어제 2시에 피자랑 햄버거를 적정량,"['피자', '햄버거']"
2932,금일 식사는 간짜장면 토마토 샐러드를 맛있게 먹었다,"['간짜장면', '토마토 샐러드']"
2933,익일 식사로는 6시에 만두국이랑 마라탕을 조금 먹을게,"['만두국', '마라탕']"
2934,"익일 7시에 돈까스, 떡만두국을 많이 먹을것 같아","['돈까스', '떡만두국']"
2935,내일 모레 오후에 밥하고 배추 된장국을 조금 먹었어,"['밥', '배추 된장국']"
2936,오늘 식사로는 점심으로 총각 김치랑 간짜장면을 맛있게 먹을것 같아,"['총각 김치', '간짜장면']"
2937,금일 8시에 토마토 파스타를 없음 먹었다,['토마토 파스타']
2938,내일 식사는 아침에 소고기 비빔밥과 스테이크를 쪼금 먹었네,"['소고기 비빔밥', '스테이크']"
2939,오늘 식사로는 아침으로 간짜장면 평양 냉면과 김치와 간짜장면과 배추 김치를 급하게,"['간짜장면', '평양 냉면', '김치', '간짜장면', '배추 김치']"
2940,내일 식사는 2시에 비빔밥이랑 된장 라면을 조금만 먹을꺼야,"['비빔밥', '된장 라면']"
2941,금일 식사는 아침으로 김치찜이랑 콩밥을 쪼금 먹을꺼야,"['김치찜', '콩밥']"
2942,"오늘 식사는 저녁으로 김치찌개, 배추 김치를 급하게 먹었다","['김치찌개', '배추 김치']"
2943,오늘 10시에 토마토 파스타와 토마토 파스타를 급하게 먹었네,"['토마토 파스타', '토마토 파스타']"
2944,익일 식사로는 점심으로 된장찌개하고 탕수육을 적당히 먹음,"['된장찌개', '탕수육']"
2945,내일 모레 저녁으로 오복쟁반이랑 스테이크를 급하게 먹을것임,"['오복쟁반', '스테이크']"
2946,"일일 아침에 간짜장면, 간짜장을 빨리 먹을게","['간짜장면', '간짜장']"
2947,일일 저녁에 삼겹살이랑 보쌈하고 볶음밥하고 제육볶음하고 김치를 없음 먹었어,"['삼겹살', '보쌈', '볶음밥', '제육볶음', '김치']"
2948,"익일 식사는 3시에 배추 된장국, 알리오올리오를 없음 먹을것 같아","['배추 된장국', '알리오올리오']"
2949,금일 식사로는 10시에 소고기 비빔밥이랑 알리오올리오를 빨리,"['소고기 비빔밥', '알리오올리오']"
2950,익일 10시에 김치 볶음밥 짜장면을 적정량 먹었네,"['김치 볶음밥', '짜장면']"
2951,내일 모레 오전에 탕수육 떡만두국을 급하게 먹었네,"['탕수육', '떡만두국']"
2952,익일 식사로는 2시에 배추 된장국 배추 김치를 조금 먹음,"['배추 된장국', '배추 김치']"
2953,오늘 식사는 간식으로 라면 수육을 살짝 먹음,"['라면', '수육']"
2954,"오늘 식사로는 12시에 마라탕, 갈비탕을 없음 먹을게","['마라탕', '갈비탕']"
2955,일일 점심에 된장 라면이랑 오복쟁반을 맛있게 먹음,"['된장 라면', '오복쟁반']"
2956,"내일 식사로는 5시에 짜장면, 돈까스를 조금 먹었다","['짜장면', '돈까스']"
2957,내일  12시에 수육이랑 토마토 파스타를 많이 먹을것임,"['수육', '토마토 파스타']"
2958,그저께 1시에 한우를 적당히 먹을꺼야,['한우']
2959,"익일 식사로는 6시에 족발 보쌈, 팟타이를 없음 먹을것 같아","['족발 보쌈', '팟타이']"
2960,금일 식사로는 7시에 탕수육과 갈비탕을 쪼금 먹었어,"['탕수육', '갈비탕']"
2961,"금일 아침으로 스테이크, 제육볶음을 없음 먹을게","['스테이크', '제육볶음']"
2962,오늘 식사는 아침으로 토마토 파스타와 족발이랑 토마토 샐러드와 수육과 김치찌개를 없음,"['토마토 파스타', '족발', '토마토 샐러드', '수육', '김치찌개']"
2963,내일 모레 점심에 쌀밥하고 총각 김치를 살짝 먹었어,"['쌀밥', '총각 김치']"
2964,어제 오전에 갈비탕 토마토를 쪼금 먹음,"['갈비탕', '토마토']"
2965,오늘 오전에 토마토 파스타 냉면을 조금만 먹을게,"['토마토 파스타', '냉면']"
2966,오늘 식사로는 10시에 볶음밥이랑 만두국을 없음,"['볶음밥', '만두국']"
2967,내일 식사는 3시에 김치찌개하고 한우를 살짝,"['김치찌개', '한우']"
2968,내일 식사로는 3시에 냉면 라면을 맛있게 먹을것 같아,"['냉면', '라면']"
2969,점심으로 간짜장면이랑 만두국을 맛있게 먹을것 같아,"['간짜장면', '만두국']"
2970,익일 식사로는 3시에 된장 라면하고 김치찜을 쪼금 먹을게,"['된장 라면', '김치찜']"
2971,익일 저녁으로 수육하고 김치 나시고랭하고 제육볶음하고 배추 된장국을 맛있게,"['수육', '김치', '나시고랭', '제육볶음', '배추 된장국']"
2972,오늘 식사로는 5시에 떡만두국과 배추와 만두국을 먹었어,"['떡만두국', '배추', '만두국']"
2973,"금일 6시에 토마토 샐러드, 볶음밥이랑 보쌈과 총각 김치를 적당히","['토마토 샐러드', '볶음밥', '보쌈', '총각 김치']"
2974,"익일 식사는 아침으로 족발, 토마토를 적정량 먹었다","['족발', '토마토']"
2975,"내일 모레 8시에 스테이크랑 제육볶음과 알리오올리오, 볶음밥, 족발 보쌈을 쪼금 먹었네","['스테이크', '제육볶음', '알리오올리오', '볶음밥', '족발 보쌈']"
2976,금일 식사로는 소고기 갈비를 많이,"['소고기', '갈비']"
2977,그저께 8시에 김치 볶음밥 콩밥 배추 알리오올리오하고 피자를 적정량 먹을게,"['김치 볶음밥', '콩밥', '배추', '알리오올리오', '피자']"
2978,오늘 간짜장면과 배추 된장국을 조금만 먹을게,"['간짜장면', '배추 된장국']"
2979,익일 식사로는 점심으로 갈비하고 소고기를 없음 먹음,"['갈비', '소고기']"
2980,금일 식사는 저녁으로 소고기 비빔밥을 맛있게 먹음,['소고기 비빔밥']
2981,오늘 식사로는 아침에 쌀밥 배추를 살짝 먹었다,"['쌀밥', '배추']"
2982,오늘 9시에 햄버거랑 토마토를 맛있게 먹었네,"['햄버거', '토마토']"
2983,내일 식사는 7시에 갈비탕 평양 냉면 짜장면하고 토마토 파스타를 쪼금,"['갈비탕', '평양 냉면', '짜장면', '토마토 파스타']"
2984,어제 8시에 탕수육과 순두부찌개를 먹을꺼야,"['탕수육', '순두부찌개']"
2985,어제 12시에 냉면과 밥을 빨리 먹었다,"['냉면', '밥']"
2986,1시에 나시고랭하고 소고기 비빔밥을 먹을것 같아,"['나시고랭', '소고기 비빔밥']"
2987,"내일 식사는 아침에 밥, 족발 보쌈을 살짝","['밥', '족발 보쌈']"
2988,"익일 6시에 오복쟁반, 한우를 급하게 먹을게","['오복쟁반', '한우']"
2989,내일  5시에 오복쟁반이랑 로제 파스타를 급하게,"['오복쟁반', '로제 파스타']"
2990,아침에 탕수육하고 배추 된장국을 없음 먹을게,"['탕수육', '배추 된장국']"
2991,내일 식사는 4시에 소고기 비빔밥이랑 나시고랭을 살짝 먹을게,"['소고기 비빔밥', '나시고랭']"
2992,내일 식사로는 7시에 족발이랑 토마토 샐러드를 살짝 먹을꺼야,"['족발', '토마토 샐러드']"
2993,"11시에 비빔밥, 순두부찌개를 빨리 먹을것 같아","['비빔밥', '순두부찌개']"
2994,금일 10시에 오복쟁반이랑 간짜장면을 조금 먹었어,"['오복쟁반', '간짜장면']"
2995,"어제 2시에 총각 김치, 갈비, 김치 볶음밥 소고기 비빔밥을 먹을꺼야","['총각 김치', '갈비', '김치 볶음밥', '소고기 비빔밥']"
2996,"익일 식사는 아침으로 볶음밥, 토마토를 빨리 먹을것 같아","['볶음밥', '토마토']"
2997,"내일 모레 11시에 나시고랭, 총각 김치를 조금만 먹었네","['나시고랭', '총각 김치']"
2998,5시에 로제 파스타랑 된장 라면을 빨리 먹을것 같아,"['로제 파스타', '된장 라면']"
2999,내일  12시에 밥이랑 김밥을 살짝 먹었네,"['밥', '김밥']"
3000,"오늘 식사는 아침에 순두부찌개하고 족발 김치 볶음밥과 토마토, 알리오올리오를 맛있게 먹었어","['순두부찌개', '족발', '김치 볶음밥', '토마토', '알리오올리오']"
3001,익일 12시에 토마토 샐러드 짜장면을 맛있게 먹을꺼야,"['토마토 샐러드', '짜장면']"
3002,금일 식사로는 간식으로 삼겹살하고 쌀밥을 조금만 먹었네,"['삼겹살', '쌀밥']"
3003,점심으로 평양 냉면 보쌈을 조금 먹었어,"['평양 냉면', '보쌈']"
3004,내일 모레 3시에 보쌈하고 로제 파스타를 먹을것임,"['보쌈', '로제 파스타']"
3005,일일 점심에 간짜장하고 콩밥을 먹었다,"['간짜장', '콩밥']"
3006,오늘 10시에 김치찜하고 콩밥을,"['김치찜', '콩밥']"
3007,"일일 12시에 토마토 샐러드, 만두국하고 밥하고 삼겹살하고 비빔밥을 많이 먹을꺼야","['토마토 샐러드', '만두국', '밥', '삼겹살', '비빔밥']"
3008,어제 10시에 배추와 짜장면을 맛있게 먹을게,"['배추', '짜장면']"
3009,"금일 식사로는 12시에 마라탕, 총각 김치하고 라면, 간짜장, 팟타이를 급하게 먹었다","['마라탕', '총각 김치', '라면', '간짜장', '팟타이']"
3010,"오늘 식사로는 10시에 보쌈이랑 비빔밥 삼겹살, 간짜장면과 김치 볶음밥을 적당히 먹음","['보쌈', '비빔밥', '삼겹살', '간짜장면', '김치 볶음밥']"
3011,"내일 식사로는 9시에 스테이크, 김밥을 살짝 먹을꺼야","['스테이크', '김밥']"
3012,익일 식사로는 11시에 된장찌개하고 족발 보쌈을 먹을게,"['된장찌개', '족발 보쌈']"
3013,익일 식사는 아침에 냉면 팟타이를 적정량 먹을것 같아,"['냉면', '팟타이']"
3014,내일  아침에 족발과 밥을 적당히 먹을것 같아,"['족발', '밥']"
3015,"익일 식사는 간식으로 제육볶음하고 볶음밥, 비빔밥 햄버거 간짜장을 적정량 먹었어","['제육볶음', '볶음밥', '비빔밥', '햄버거', '간짜장']"
3016,오늘 저녁으로 떡만두국과 김치찌개를 쪼금 먹을꺼야,"['떡만두국', '김치찌개']"
3017,금일 식사로는 7시에 한우랑 비빔밥을 조금만 먹었다,"['한우', '비빔밥']"
3018,오늘 식사는 8시에 평양 냉면하고 오복쟁반을 조금만 먹을게,"['평양 냉면', '오복쟁반']"
3019,내일  11시에 순두부찌개 비빔밥을 먹을것 같아,"['순두부찌개', '비빔밥']"
3020,금일 6시에 배추 김치하고 라면을 맛있게 먹을꺼야,"['배추 김치', '라면']"
3021,"익일 12시에 냉면, 피자를 조금 먹을것 같아","['냉면', '피자']"
3022,"내일 식사는 저녁에 간짜장, 김밥을 조금만 먹음","['간짜장', '김밥']"
3023,"금일 점심으로 떡만두국, 오복쟁반을 살짝 먹었다","['떡만두국', '오복쟁반']"
3024,일일 2시에 수육과 토마토 파스타를 빨리,"['수육', '토마토 파스타']"
3025,오늘 식사로는 1시에 라면하고 총각 김치를 적정량 먹을것임,"['라면', '총각 김치']"
3026,"내일  11시에 소고기, 총각 김치를 없음 먹을것 같아","['소고기', '총각 김치']"
3027,"그저께 8시에 배추 된장국이랑 김밥, 토마토하고 볶음밥, 총각 김치를 조금만 먹을것 같아","['배추 된장국', '김밥', '토마토', '볶음밥', '총각 김치']"
3028,익일 아침에 김밥이랑 김치찜을 적정량 먹음,"['김밥', '김치찜']"
3029,내일 식사로는 오전에 족발하고 나시고랭을 조금만 먹었다,"['족발', '나시고랭']"
3030,"어제 5시에 짜장면, 마라탕을 빨리 먹을것임","['짜장면', '마라탕']"
3031,내일  쌀밥과 수육을 쪼금 먹을게,"['쌀밥', '수육']"
3032,내일 식사로는 아침에 족발하고 된장 라면을 살짝,"['족발', '된장 라면']"
3033,어제 배추 된장국하고 김치찜을 적당히 먹음,"['배추 된장국', '김치찜']"
3034,오늘 3시에 라면하고 된장 라면을 없음 먹을것임,"['라면', '된장 라면']"
3035,오늘 식사는 4시에 김치 볶음밥하고 갈비탕을 살짝 먹을것 같아,"['김치 볶음밥', '갈비탕']"
3036,"익일 식사는 11시에 밥하고 밥하고 만두국, 토마토 파스타하고 탕수육을 빨리","['밥', '밥', '만두국', '토마토 파스타', '탕수육']"
3037,"오늘 저녁으로 김치찜, 짜장면을 조금만 먹었다","['김치찜', '짜장면']"
3038,내일  아침으로 콩밥이랑 김치찌개를 조금만 먹을것 같아,"['콩밥', '김치찌개']"
3039,"오늘 식사로는 11시에 냉면, 간짜장면을 조금만 먹었다","['냉면', '간짜장면']"
3040,"그저께 족발, 나시고랭을 살짝 먹을꺼야","['족발', '나시고랭']"
3041,금일 식사로는 3시에 간짜장하고 소고기를 조금만 먹을게,"['간짜장', '소고기']"
3042,어제 아침에 된장찌개 평양 냉면을 조금 먹을것임,"['된장찌개', '평양 냉면']"
3043,"그저께 아침으로 김밥, 보쌈을 적정량 먹음","['김밥', '보쌈']"
3044,일일 저녁에 냉면하고 볶음밥을 먹을것 같아,"['냉면', '볶음밥']"
3045,내일 모레 아침에 김밥과 김밥과 갈비탕을 적당히 먹을게,"['김밥', '김밥', '갈비탕']"
3046,점심으로 총각 김치 짜장면을 적당히 먹었어,"['총각 김치', '짜장면']"
3047,익일 3시에 족발 보쌈과 알리오올리오를 적정량 먹을꺼야,"['족발 보쌈', '알리오올리오']"
3048,금일 식사로는 아침에 족발하고 라면을 빨리 먹음,"['족발', '라면']"
3049,내일 식사는 간식으로 오복쟁반과 총각 김치를 조금만,"['오복쟁반', '총각 김치']"
3050,오늘 12시에 간짜장이랑 간짜장을 적정량 먹을꺼야,"['간짜장', '간짜장']"
3051,금일 식사로는 간식으로 오복쟁반을 먹을꺼야,['오복쟁반']
3052,오늘 식사는 10시에 돈까스랑 팟타이를 적당히 먹을게,"['돈까스', '팟타이']"
3053,저녁에 냉면과 비빔밥을 많이,"['냉면', '비빔밥']"
3054,금일 간식으로 알리오올리오 알리오올리오를 없음 먹을것 같아,"['알리오올리오', '알리오올리오']"
3055,금일 9시에 마라탕과 짜장면을 빨리 먹었네,"['마라탕', '짜장면']"
