,sentence,foodlist
2156,익일 3시에 떡 볶음밥을 조금 먹을것임,"['떡', '볶음밥']"
2157,"금일 8시에 알리오올리오, 김치찌개를 조금","['알리오올리오', '김치찌개']"
2158,내일 모레 아침에 피자를 먹었네,['피자']
2159,오늘 식사는 9시에 로제 파스타랑 배추 김치를 빨리 먹음,"['로제 파스타', '배추 김치']"
2160,"8시에 피자, 피자를 살짝 먹음","['피자', '피자']"
2161,"익일 식사로는 아침에 배추, 나시고랭을 적당히 먹을꺼야","['배추', '나시고랭']"
2162,일일 2시에 나시고랭하고 볶음밥과 순두부찌개를 빨리 먹었네,"['나시고랭', '볶음밥', '순두부찌개']"
2163,내일 모레 7시에 된장 라면과 마라탕을 먹었어,"['된장 라면', '마라탕']"
2164,오늘 식사로는 간식으로 밥 소고기를 적당히 먹을게,"['밥', '소고기']"
2165,"오늘 3시에 볶음밥, 순두부찌개를 적정량 먹었네","['볶음밥', '순두부찌개']"
2166,내일 모레 12시에 떡이랑 김치 볶음밥을 적정량 먹었어,"['떡', '김치 볶음밥']"
2167,금일 식사는 2시에 간짜장면과 라면을 살짝 먹을꺼야,"['간짜장면', '라면']"
2168,"금일 식사는 2시에 간짜장면, 된장찌개를 맛있게","['간짜장면', '된장찌개']"
2169,내일 식사는 6시에 평양 냉면 배추를 적당히 먹을꺼야,"['평양 냉면', '배추']"
2170,익일 식사는 8시에 갈비랑 오복쟁반을 조금 먹었네,"['갈비', '오복쟁반']"
2171,"금일 식사는 12시에 족발, 햄버거를 먹을게","['족발', '햄버거']"
2172,내일 모레 점심에 토마토 파스타 나시고랭을 조금만 먹을것 같아,"['토마토 파스타', '나시고랭']"
2173,익일 식사는 2시에 로제 파스타를 맛있게 먹을것임,['로제 파스타']
2174,익일 식사는 8시에 냉면 햄버거를 살짝,"['냉면', '햄버거']"
2175,오늘 오전에 배추 된장국하고 순두부찌개를 빨리 먹었어,"['배추 된장국', '순두부찌개']"
2176,오늘 저녁으로 토마토 샐러드와 배추 김치를 급하게 먹음,"['토마토 샐러드', '배추 김치']"
2177,"오늘 식사로는 3시에 배추, 족발 보쌈을 빨리 먹을것임","['배추', '족발 보쌈']"
2178,어제 1시에 삼겹살하고 한우를 쪼금 먹음,"['삼겹살', '한우']"
2179,오늘 식사는 1시에 갈비 햄버거를 조금만 먹었네,"['갈비', '햄버거']"
2180,12시에 간짜장하고 짜장면을 빨리 먹을게,"['간짜장', '짜장면']"
2181,오늘 식사로는 3시에 토마토 파스타 콩밥을 먹을것임,"['토마토 파스타', '콩밥']"
2182,금일 식사는 9시에 족발 보쌈이랑 비빔밥을 살짝 먹을게,"['족발 보쌈', '비빔밥']"
2183,내일  저녁으로 배추 된장국하고 삼겹살을 없음 먹을꺼야,"['배추 된장국', '삼겹살']"
2184,금일 식사로는 점심에 밥하고 짜장면을 빨리 먹을꺼야,"['밥', '짜장면']"
2185,오늘 식사로는 저녁으로 오복쟁반을 급하게 먹을것임,['오복쟁반']
2186,오늘 식사로는 8시에 평양 냉면이랑 떡을 조금만 먹을것임,"['평양 냉면', '떡']"
2187,"내일  저녁에 짜장면 총각 김치, 제육볶음이랑 냉면을 많이 먹음","['짜장면', '총각 김치', '제육볶음', '냉면']"
2188,내일 모레 11시에 김치찌개하고 소고기를 조금 먹을것 같아,"['김치찌개', '소고기']"
2189,오늘 식사는 저녁에 간짜장이랑 밥을 쪼금 먹을것 같아,"['간짜장', '밥']"
2190,익일 식사는 아침에 김치 볶음밥 김치찌개를 급하게 먹음,"['김치 볶음밥', '김치찌개']"
2191,내일 식사로는 11시에 김치 볶음밥하고 총각 김치를 살짝 먹을게,"['김치 볶음밥', '총각 김치']"
2192,오늘 식사로는 5시에 나시고랭하고 떡만두국을 빨리,"['나시고랭', '떡만두국']"
2193,익일 식사로는 갈비탕이랑 떡만두국을 적정량 먹을것 같아,"['갈비탕', '떡만두국']"
2194,"저녁에 비빔밥, 간짜장면을 없음 먹을꺼야","['비빔밥', '간짜장면']"
2195,금일 식사는 1시에 소고기 비빔밥하고 갈비를 조금 먹었어,"['소고기 비빔밥', '갈비']"
2196,내일 식사는 2시에 알리오올리오와 족발을 적당히 먹었네,"['알리오올리오', '족발']"
2197,오늘 식사로는 아침에 알리오올리오랑 오복쟁반을 빨리,"['알리오올리오', '오복쟁반']"
2198,금일 오전에 팟타이를 맛있게 먹었네,['팟타이']
2199,"금일 식사는 점심에 햄버거, 오복쟁반과 피자하고 햄버거, 피자를 살짝","['햄버거', '오복쟁반', '피자', '햄버거', '피자']"
2200,금일 2시에 짜장면과 밥을 적당히 먹었네,"['짜장면', '밥']"
2201,어제 저녁으로 밥 콩밥을 조금 먹었어,"['밥', '콩밥']"
2202,그저께 9시에 냉면과 배추를 적당히 먹을게,"['냉면', '배추']"
2203,내일  간식으로 팟타이랑 제육볶음을 조금 먹을꺼야,"['팟타이', '제육볶음']"
2204,일일 1시에 김치 볶음밥이랑 순두부찌개를 조금 먹었어,"['김치 볶음밥', '순두부찌개']"
2205,"오늘 간식으로 총각 김치, 스테이크를 살짝","['총각 김치', '스테이크']"
2206,오늘 떡이랑 김밥을 적정량 먹을게,"['떡', '김밥']"
2207,내일  1시에 마라탕 배추를 조금 먹음,"['마라탕', '배추']"
2208,"익일 식사로는 오후에 밥, 간짜장 갈비를 급하게 먹었네","['밥', '간짜장', '갈비']"
2209,내일 모레 2시에 총각 김치하고 밥을 조금 먹을것 같아,"['총각 김치', '밥']"
2210,익일 식사는 6시에 족발 보쌈이랑 수육을 급하게 먹을것임,"['족발 보쌈', '수육']"
2211,금일 식사는 11시에 돈까스랑 간짜장면을 맛있게 먹을것임,"['돈까스', '간짜장면']"
2212,"오늘 저녁에 소고기 비빔밥, 볶음밥을 먹었다","['소고기 비빔밥', '볶음밥']"
2213,"금일 식사는 점심에 간짜장면, 로제 파스타, 토마토를 쪼금","['간짜장면', '로제 파스타', '토마토']"
2214,"오늘 식사로는 8시에 순두부찌개, 토마토를 적당히 먹을게","['순두부찌개', '토마토']"
2215,금일 식사로는 1시에 떡과 냉면을 조금만 먹었어,"['떡', '냉면']"
2216,오늘 식사로는 9시에 비빔밥 총각 김치 돈까스를 조금 먹을꺼야,"['비빔밥', '총각 김치', '돈까스']"
2217,금일 식사는 2시에 탕수육 스테이크를 먹었네,"['탕수육', '스테이크']"
2218,익일 7시에 배추 김치 족발 보쌈을 살짝 먹었네,"['배추 김치', '족발 보쌈']"
2219,"익일 오전에 보쌈, 오복쟁반 짜장면을 살짝 먹었다","['보쌈', '오복쟁반', '짜장면']"
2220,익일 식사로는 족발이랑 나시고랭을 쪼금 먹음,"['족발', '나시고랭']"
2221,1시에 배추 간짜장면을 쪼금 먹었어,"['배추', '간짜장면']"
2222,익일 오후에 순두부찌개 라면을 빨리 먹을것임,"['순두부찌개', '라면']"
2223,일일 2시에 떡만두국 밥을 급하게 먹었다,"['떡만두국', '밥']"
2224,"금일 식사는 12시에 토마토 샐러드, 오복쟁반을 없음 먹었네","['토마토 샐러드', '오복쟁반']"
2225,오늘 식사로는 아침에 소고기 비빔밥이랑 된장찌개를 빨리 먹을게,"['소고기 비빔밥', '된장찌개']"
2226,"그저께 3시에 배추 김치, 제육볶음을 없음 먹을꺼야","['배추 김치', '제육볶음']"
2227,"오늘 식사는 12시에 오복쟁반, 피자를 급하게 먹었어","['오복쟁반', '피자']"
2228,11시에 볶음밥하고 만두국을 빨리,"['볶음밥', '만두국']"
2229,내일 모레 2시에 비빔밥 평양 냉면을 없음 먹을꺼야,"['비빔밥', '평양 냉면']"
2230,"금일 식사는 7시에 소고기 비빔밥, 간짜장을 먹음","['소고기 비빔밥', '간짜장']"
2231,"익일 식사로는 8시에 족발, 비빔밥을 먹을것임","['족발', '비빔밥']"
2232,내일 식사는 점심으로 된장 라면과 냉면을 조금만 먹을게,"['된장 라면', '냉면']"
2233,그저께 9시에 소고기 비빔밥이랑 콩밥을 맛있게 먹을게,"['소고기 비빔밥', '콩밥']"
2234,금일 아침으로 탕수육하고 짜장면을 많이 먹을것임,"['탕수육', '짜장면']"
2235,오늘 식사는 점심에 배추 된장국하고 김치를 살짝 먹을것 같아,"['배추 된장국', '김치']"
2236,오늘 식사는 저녁에 콩밥이랑 토마토 배추 김치를 많이 먹었다,"['콩밥', '토마토', '배추 김치']"
2237,금일 12시에 갈비탕과 비빔밥을 급하게 먹음,"['갈비탕', '비빔밥']"
2238,"내일 모레 7시에 마라탕, 피자를 조금 먹었다","['마라탕', '피자']"
2239,금일 식사로는 9시에 알리오올리오를 적정량 먹을꺼야,['알리오올리오']
2240,오늘 2시에 총각 김치랑 콩밥을 먹었다,"['총각 김치', '콩밥']"
2241,금일 식사로는 4시에 갈비를 조금만 먹음,['갈비']
2242,어제 아침으로 평양 냉면과 만두국을 없음,"['평양 냉면', '만두국']"
2243,"오늘 소고기, 소고기 비빔밥을 적당히 먹을것 같아","['소고기', '소고기 비빔밥']"
2244,내일 식사는 7시에 김치찜 갈비탕 배추와 김치찌개 평양 냉면을 조금 먹었어,"['김치찜', '갈비탕', '배추', '김치찌개', '평양 냉면']"
2245,오늘 식사로는 아침에 소고기와 돈까스를 적정량 먹을것 같아,"['소고기', '돈까스']"
2246,일일 8시에 라면 김밥을 살짝 먹음,"['라면', '김밥']"
2247,"내일 식사로는 저녁에 피자, 총각 김치를 많이","['피자', '총각 김치']"
2248,금일 5시에 김치 볶음밥이랑 팟타이를 맛있게 먹을꺼야,"['김치 볶음밥', '팟타이']"
2249,일일 7시에 밥 총각 김치를 적당히 먹을게,"['밥', '총각 김치']"
2250,익일 식사는 5시에 족발이랑 햄버거를 맛있게 먹었다,"['족발', '햄버거']"
2251,익일 식사는 오전에 된장찌개랑 냉면을 먹었네,"['된장찌개', '냉면']"
2252,어제 1시에 된장 라면이랑 스테이크를 적정량 먹었네,"['된장 라면', '스테이크']"
2253,금일 식사는 12시에 소고기랑 김치를 적당히,"['소고기', '김치']"
2254,내일 식사는 저녁에 오복쟁반이랑 피자를 먹었어,"['오복쟁반', '피자']"
2255,내일  11시에 토마토 파스타 소고기하고 수육을 먹을것 같아,"['토마토 파스타', '소고기', '수육']"
2256,"금일 5시에 총각 김치, 알리오올리오를 먹을것 같아","['총각 김치', '알리오올리오']"
2257,오늘 12시에 오복쟁반이랑 로제 파스타를 맛있게 먹을것 같아,"['오복쟁반', '로제 파스타']"
2258,금일 식사로는 점심으로 소고기와 김밥을 적당히,"['소고기', '김밥']"
2259,내일 식사는 4시에 순두부찌개와 토마토 파스타를 급하게 먹었어,"['순두부찌개', '토마토 파스타']"
2260,오늘 점심으로 햄버거랑 떡하고 팟타이와 갈비탕을 적정량 먹었네,"['햄버거', '떡', '팟타이', '갈비탕']"
2261,"익일 식사로는 오후에 탕수육, 스테이크를 급하게","['탕수육', '스테이크']"
2262,내일  점심으로 김치찜이랑 된장찌개를 먹었네,"['김치찜', '된장찌개']"
2263,"내일 식사로는 오후에 밥, 된장찌개를 조금 먹음","['밥', '된장찌개']"
2264,금일 6시에 볶음밥이랑 김치 볶음밥을 급하게 먹을것 같아,"['볶음밥', '김치 볶음밥']"
2265,"익일 식사로는 저녁으로 만두국, 나시고랭을 살짝 먹을꺼야","['만두국', '나시고랭']"
2266,내일 식사로는 저녁으로 떡하고 토마토를 조금,"['떡', '토마토']"
2267,오늘 식사는 아침으로 토마토와 배추를 맛있게,"['토마토', '배추']"
2268,"오늘 3시에 갈비, 떡만두국을 적정량 먹었어","['갈비', '떡만두국']"
2269,내일  4시에 팟타이와 김치찜을 조금만,"['팟타이', '김치찜']"
2270,내일 모레 3시에 갈비탕이랑 스테이크 라면을 급하게 먹을것 같아,"['갈비탕', '스테이크', '라면']"
2271,일일 아침에 팟타이와 나시고랭을 맛있게 먹음,"['팟타이', '나시고랭']"
2272,오늘 식사로는 점심으로 비빔밥하고 탕수육을 조금만 먹을꺼야,"['비빔밥', '탕수육']"
2273,"오늘 아침에 간짜장면, 돈까스를 조금만 먹을것임","['간짜장면', '돈까스']"
2274,금일 식사로는 5시에 갈비 배추 김치를 빨리 먹음,"['갈비', '배추 김치']"
2275,"오늘 7시에 로제 파스타, 냉면과 오복쟁반하고 보쌈을 급하게 먹을것임","['로제 파스타', '냉면', '오복쟁반', '보쌈']"
2276,"익일 식사는 저녁에 평양 냉면, 로제 파스타를 조금 먹었네","['평양 냉면', '로제 파스타']"
2277,오늘 식사는 아침으로 삼겹살과 된장찌개를 적당히 먹을것 같아,"['삼겹살', '된장찌개']"
2278,내일 식사로는 9시에 비빔밥하고 라면을 없음 먹음,"['비빔밥', '라면']"
2279,일일 8시에 마라탕하고 로제 파스타를 먹을꺼야,"['마라탕', '로제 파스타']"
2280,금일 식사로는 아침으로 토마토 파스타 순두부찌개를 조금 먹을것 같아,"['토마토 파스타', '순두부찌개']"
2281,오늘 식사는 저녁으로 알리오올리오와 마라탕을 적정량 먹을것 같아,"['알리오올리오', '마라탕']"
2282,익일 식사는 8시에 족발하고 마라탕을 급하게 먹음,"['족발', '마라탕']"
2283,금일 식사로는 아침으로 로제 파스타하고 족발 보쌈을 빨리 먹을게,"['로제 파스타', '족발 보쌈']"
2284,"익일 식사는 8시에 마라탕, 냉면을 빨리 먹었어","['마라탕', '냉면']"
2285,오늘 식사는 10시에 나시고랭 소고기를 적당히 먹었네,"['나시고랭', '소고기']"
2286,내일 식사로는 8시에 토마토 파스타와 갈비를 조금 먹을것 같아,"['토마토 파스타', '갈비']"
2287,"익일 식사로는 오전에 돈까스, 쌀밥을 없음 먹을꺼야","['돈까스', '쌀밥']"
2288,금일 식사로는 저녁으로 족발 보쌈 된장 라면을 급하게 먹을것 같아,"['족발 보쌈', '된장 라면']"
2289,그저께 12시에 배추 된장국이랑 피자를 적정량 먹을꺼야,"['배추 된장국', '피자']"
2290,오늘 아침에 순두부찌개하고 돈까스를 적정량 먹을꺼야,"['순두부찌개', '돈까스']"
2291,익일 식사는 6시에 수육하고 김치찜을 살짝 먹었네,"['수육', '김치찜']"
2292,금일 식사는 점심으로 떡만두국하고 오복쟁반을 먹을것임,"['떡만두국', '오복쟁반']"
2293,"내일  1시에 김밥, 배추를 빨리","['김밥', '배추']"
2294,내일 모레 9시에 순두부찌개하고 간짜장을 적정량 먹을꺼야,"['순두부찌개', '간짜장']"
2295,"금일 식사로는 1시에 족발, 마라탕을 적당히 먹을게","['족발', '마라탕']"
2296,익일 식사는 아침으로 볶음밥과 갈비탕을 맛있게,"['볶음밥', '갈비탕']"
